ID,N,D,G,C,A,H,M,O
198,3.7419957266138237e-07,0.047583732753992,0.0919195041060447,0.955464780330658,0.9999988079071044,0.0025846112985163,0.0001062738956534,0.997696340084076
663,0.0591907165944576,0.9487879276275636,8.408162102568895e-05,4.316407648730092e-05,4.5417051296681166e-05,7.685078890062869e-05,2.458017434037174e-06,0.142161875963211
1025,0.0001820649777073,0.0104697728529572,0.0004061677318532,0.0003818956029135,0.0405290536582469,0.91087144613266,0.0001559523225296,0.9988837838172911
1139,9.832053365244064e-06,0.9997689127922058,2.745053097896744e-05,3.483569798845565e-06,5.3574491175822914e-05,5.264770516077988e-05,1.0681327466954826e-06,0.7820927500724792
1141,3.853136149700731e-05,0.4433381259441376,0.0003462602035142,0.0001091820158762,0.0008725271909497,0.00064977502916,2.921152554336004e-05,0.9998457431793212
1149,4.317370621720329e-05,0.992695927619934,0.0010693668154999,6.382025458151475e-05,8.421346865361556e-05,0.000182273244718,3.0659011827083305e-05,0.9879305362701416
1155,0.9316092133522034,0.0438575521111488,3.850167922792025e-05,5.594657523033675e-06,6.504974589915946e-05,2.5117446057265624e-05,9.158705438494508e-07,0.0264271814376115
1158,0.0231904033571481,0.1305245608091354,0.0022657078225165,0.0004009127151221,0.142580434679985,0.0012072219979017,0.0002515757805667,0.9566420912742616
1159,0.0062540397047996,0.9909857511520386,0.0011390227591618,0.0001508010318502,0.0133214248344302,0.0119102289900183,0.0002850419550668,0.2287001013755798
1161,1.8331316823605448e-05,0.9991021156311036,0.0005789445131085,5.214679185883142e-05,0.0021333191543817,0.00113439373672,0.0001864609948825,0.8407819271087646
1175,0.2462073117494583,0.752463161945343,0.0001070612852345,6.918454892002046e-05,0.0003049718798138,0.0001556410861667,1.6969603166216984e-05,0.1098881214857101
1181,0.0008620790322311,0.9350332617759703,0.0001333134423475,1.95108095795149e-05,0.0001586631260579,7.328244100790471e-05,9.994116226152984e-06,0.9192641377449036
1182,0.4148229956626892,0.3727440237998962,0.0002949337940663,3.2654774258844554e-05,0.0002767818223219,0.0001419840991729,1.8903880118159577e-05,0.2625953555107116
1185,0.0818536803126335,0.0682518109679222,0.0007660489063709,0.0004077146004419,0.6561433672904968,0.0057414011098444,0.0022023774217814,0.2331819236278534
1187,0.8245672583580017,0.2511268258094787,4.624776920536533e-05,1.1846685083582996e-05,4.771676321979612e-05,0.000165276491316,2.2066421934141545e-06,0.0049572400748729
1188,4.602842693657294e-07,0.9988642930984496,5.9758142015198246e-05,6.031165412423434e-06,2.001037682930473e-05,5.17356202180963e-05,3.581803866836708e-06,0.997795343399048
1189,0.7994189262390137,0.2341367900371551,0.0001545931590953,3.987288891948992e-06,1.5492159946006723e-05,0.0001673176884651,9.139553185377736e-07,0.0185841992497444
1190,0.0001432429271517,0.5695077180862427,0.0004769837250933,0.0002027985465247,0.001199195976369,0.9949353337287904,0.0001498874189564,0.6770934462547302
1194,0.0030020587146282,0.765939474105835,0.0002468750753905,1.841659650381189e-05,0.0007800920284353,0.000125325328554,3.779938924708404e-05,0.9642853140830994
1203,0.7136558294296265,0.1794404238462448,5.490392868523486e-05,1.2201120625832118e-05,0.0002565283211879,7.625873695360497e-05,3.3233422982448246e-06,0.1899420022964477
1204,0.6087345480918884,0.1124043762683868,0.0106623247265815,0.0006968390080146,0.0150601677596569,0.0059454212896525,0.0002217398432549,0.289714366197586
