ID,N,D,G,C,A,H,M,O
198,3.993511199951172e-06,0.371337890625,0.95947265625,1.0,1.0,0.045013427734375,0.1431884765625,0.63623046875
663,0.0025310516357421875,0.998046875,0.00051116943359375,0.0027141571044921875,0.0017137527465820312,0.0006361007690429688,0.0006747245788574219,0.079345703125
1025,0.006931304931640625,0.1751708984375,0.76708984375,0.0010728836059570312,0.015899658203125,0.99609375,0.0038852691650390625,0.76171875
1139,1.9073486328125e-06,1.0,0.0006237030029296875,1.531839370727539e-05,0.0090179443359375,0.0118255615234375,4.166364669799805e-05,0.0987548828125
1141,0.0531005859375,0.177001953125,0.0037364959716796875,0.0011119842529296875,0.00586700439453125,0.00229644775390625,0.0027904510498046875,0.97265625
1149,0.10247802734375,0.7412109375,0.002834320068359375,0.0020351409912109375,0.0170440673828125,0.00591278076171875,0.016845703125,0.366455078125
1155,0.8310546875,0.11932373046875,0.003650665283203125,0.0005998611450195312,0.00266265869140625,0.0007824897766113281,0.0011739730834960938,0.080078125
1158,0.00919342041015625,0.07879638671875,0.01483917236328125,0.0003249645233154297,0.004810333251953125,0.00582122802734375,0.0016107559204101562,0.99658203125
1159,0.0252685546875,0.78125,0.004627227783203125,0.0004565715789794922,0.0035800933837890625,0.00582122802734375,0.0015010833740234375,0.92333984375
1161,3.147125244140625e-05,1.0,0.00026726722717285156,5.435943603515625e-05,3.916025161743164e-05,0.0026111602783203125,3.427267074584961e-05,0.1026611328125
1175,0.310546875,0.51318359375,0.001178741455078125,0.00023233890533447266,0.0021991729736328125,0.0006189346313476562,0.0009965896606445312,0.25244140625
1181,0.042327880859375,0.3583984375,0.0009546279907226562,0.003635406494140625,0.0005192756652832031,0.0007853507995605469,0.0005335807800292969,0.93994140625
1182,0.6787109375,0.32275390625,0.0007672309875488281,0.0003447532653808594,0.002208709716796875,0.0008692741394042969,0.0008358955383300781,0.1951904296875
1185,0.03240966796875,0.169921875,0.0035381317138671875,0.00015115737915039062,0.17529296875,0.004467010498046875,0.0025310516357421875,0.96240234375
1187,0.08740234375,0.8310546875,0.000865936279296875,0.00036978721618652344,0.0010280609130859375,0.0014553070068359375,0.0009074211120605469,0.2225341796875
1188,0.00033664703369140625,1.0,0.005512237548828125,0.0006747245788574219,0.0014781951904296875,0.0006165504455566406,0.0011377334594726562,0.98974609375
1189,0.37890625,0.27587890625,0.0009288787841796875,0.0001881122589111328,0.00157928466796875,0.0003528594970703125,0.0009546279907226562,0.5107421875
1190,0.00634002685546875,0.9970703125,0.00263214111328125,0.0011377334594726562,0.0004820823669433594,0.0020751953125,0.0010118484497070312,0.505859375
1194,0.00263214111328125,0.99755859375,0.0020198822021484375,0.0006852149963378906,0.001995086669921875,0.0010080337524414062,0.0007853507995605469,0.67236328125
1203,0.224853515625,0.347412109375,0.003223419189453125,0.00026535987854003906,0.0079345703125,0.001361846923828125,0.0011835098266601562,0.82958984375
1204,0.242431640625,0.089111328125,0.0016937255859375,0.00012433528900146484,0.422607421875,0.0005550384521484375,0.0038547515869140625,0.77587890625
1223,0.196533203125,0.167236328125,0.0069580078125,0.0007467269897460938,0.0174407958984375,0.0015735626220703125,0.00530242919921875,0.80322265625
1233,0.00524139404296875,0.004085540771484375,0.00426483154296875,0.87255859375,0.433837890625,0.0013942718505859375,0.0010204315185546875,0.89697265625
1235,1.3113021850585938e-06,1.0,1.0,0.02886962890625,0.0201416015625,0.0004565715789794922,0.0007266998291015625,0.73779296875
1278,4.1961669921875e-05,1.0,0.99951171875,3.534555435180664e-05,7.486343383789062e-05,0.0009622573852539062,8.547306060791016e-05,1.0
1293,0.008575439453125,0.98779296875,0.0005507469177246094,0.0007915496826171875,0.0007791519165039062,0.0029926300048828125,0.0008134841918945312,0.9365234375
1313,0.0011425018310546875,0.284912109375,1.0,8.821487426757812e-05,0.0001596212387084961,5.7816505432128906e-05,0.000110626220703125,0.1221923828125
1316,0.0004935264587402344,1.8477439880371094e-06,1.0,2.980232238769531e-07,2.1755695343017578e-05,4.07099723815918e-05,7.867813110351562e-06,0.00021314620971679688
1320,1.2636184692382812e-05,0.90771484375,1.0,0.0013456344604492188,0.0029125213623046875,0.0007643699645996094,0.90087890625,0.9970703125
1328,0.07421875,0.30859375,0.215576171875,0.00047850608825683594,0.004627227783203125,0.0023975372314453125,0.00974273681640625,0.90283203125
1332,0.001361846923828125,0.99853515625,0.006122589111328125,0.00014090538024902344,0.0029582977294921875,0.0008392333984375,0.00206756591796875,0.78466796875
1337,0.60888671875,0.2076416015625,0.0015850067138671875,0.007694244384765625,0.0015850067138671875,0.0010986328125,0.0010814666748046875,0.3037109375
1342,0.0001442432403564453,0.5546875,0.044281005859375,0.0045928955078125,0.00634002685546875,0.0031108856201171875,1.0,0.4765625
1350,0.00926971435546875,0.99560546875,0.00577545166015625,0.0015544891357421875,0.0015249252319335938,0.0221099853515625,0.00498199462890625,0.5439453125
1356,0.0209197998046875,0.94921875,0.003429412841796875,0.0009112358093261719,0.003063201904296875,0.0017681121826171875,0.001720428466796875,0.60009765625
1358,0.09368896484375,0.62744140625,0.0018529891967773438,0.00021660327911376953,0.001720428466796875,0.00070953369140625,0.0010242462158203125,0.6181640625
1360,0.388427734375,0.42236328125,0.0038089752197265625,0.0016040802001953125,0.0007700920104980469,0.000614166259765625,0.0025806427001953125,0.6240234375
1368,0.0217742919921875,0.036224365234375,0.1165771484375,0.0004222393035888672,0.005706787109375,0.0009365081787109375,0.003185272216796875,0.98876953125
1372,0.01029205322265625,0.04345703125,0.031494140625,0.0006313323974609375,0.94921875,0.0011243820190429688,0.0015430450439453125,0.87060546875
1384,0.8212890625,0.097412109375,0.001220703125,0.002323150634765625,0.00051116943359375,0.0003249645233154297,0.000820159912109375,0.09320068359375
1387,0.2017822265625,0.34716796875,0.22216796875,7.784366607666016e-05,0.0009255409240722656,0.0003006458282470703,0.0006461143493652344,0.45361328125
1391,0.0002512931823730469,1.0,0.22607421875,0.0002415180206298828,0.0002453327178955078,0.000507354736328125,0.0002199411392211914,0.1710205078125
1394,0.6953125,0.0261993408203125,0.2042236328125,0.01554107666015625,0.004180908203125,0.0030269622802734375,0.0162811279296875,0.10247802734375
1459,0.0022430419921875,0.07183837890625,0.15576171875,0.0013666152954101562,0.0233306884765625,0.006717681884765625,0.0202484130859375,0.99853515625
1464,0.86376953125,0.1063232421875,0.00254058837890625,0.0004172325134277344,0.0030879974365234375,0.000904083251953125,0.0010280609130859375,0.1263427734375
1466,0.03302001953125,0.83642578125,0.391845703125,0.00238800048828125,0.002590179443359375,0.0005908012390136719,0.0010986328125,0.8916015625
1467,0.74169921875,0.01861572265625,0.002208709716796875,0.0013885498046875,0.0005335807800292969,0.00040602684020996094,0.0004954338073730469,0.39501953125
1481,0.0001881122589111328,0.06524658203125,0.007488250732421875,0.00731658935546875,0.0012493133544921875,0.0203704833984375,0.0010242462158203125,1.0
1504,0.01363372802734375,0.048675537109375,0.0256195068359375,0.1177978515625,0.000865936279296875,0.03460693359375,0.0003726482391357422,0.99267578125
1505,0.0005154609680175781,0.23193359375,1.0,0.00234222412109375,0.0060272216796875,0.004398345947265625,0.004505157470703125,0.30322265625
1506,0.94384765625,0.0537109375,0.0164031982421875,0.00016999244689941406,0.0003275871276855469,0.0002359151840209961,0.0002397298812866211,0.00916290283203125
1509,0.08538818359375,0.422119140625,0.0053863525390625,0.00022518634796142578,0.0013456344604492188,0.00033283233642578125,0.0005011558532714844,0.931640625
1518,0.060516357421875,0.226318359375,0.006931304931640625,0.00040602684020996094,0.0016164779663085938,0.0011739730834960938,0.0186920166015625,0.982421875
