ID,N,D,G,C,A,H,M,O
198,0.0,0.296142578125,0.12890625,0.99755859375,1.0,0.0243377685546875,0.00243377685546875,0.92236328125
663,0.1912841796875,0.83349609375,0.007259368896484375,0.004085540771484375,0.0013408660888671875,0.0022792816162109375,0.0020904541015625,0.04534912109375
1025,0.0013666152954101562,0.248046875,0.0005254745483398438,4.2319297790527344e-05,0.0002269744873046875,0.9990234375,3.707408905029297e-05,0.55224609375
1139,0.0002779960632324219,1.0,0.00018966197967529297,0.00016868114471435547,0.017242431640625,0.005664825439453125,1.633167266845703e-05,0.200439453125
1141,0.029815673828125,0.2265625,0.0029010772705078125,0.0074615478515625,0.83935546875,0.0831298828125,0.0008425712585449219,0.84228515625
1149,1.138448715209961e-05,1.0,0.0005507469177246094,0.0006117820739746094,0.001506805419921875,0.0003814697265625,0.0001252889633178711,0.93017578125
1155,0.2486572265625,0.061309814453125,0.0005617141723632812,0.00017535686492919922,0.00026535987854003906,0.0004029273986816406,0.00042724609375,0.751953125
1158,0.0723876953125,0.18359375,0.007694244384765625,0.000263214111328125,0.08465576171875,0.00263214111328125,0.0015125274658203125,0.90478515625
1159,0.031494140625,0.89306640625,0.0141143798828125,0.0031604766845703125,0.01312255859375,0.006122589111328125,0.001178741455078125,0.96533203125
1161,0.0025119781494140625,0.99267578125,0.00017404556274414062,2.8848648071289062e-05,0.00019109249114990234,7.867813110351562e-06,1.1920928955078125e-05,0.85498046875
1175,0.34765625,0.7294921875,0.0011692047119140625,0.000415802001953125,0.0004189014434814453,0.0021572113037109375,0.00013339519500732422,0.01450347900390625
1181,0.2362060546875,0.2318115234375,0.012725830078125,0.0021648406982421875,0.0008759498596191406,0.004215240478515625,0.0015735626220703125,0.6298828125
1182,0.136474609375,0.9287109375,0.044281005859375,0.0020427703857421875,0.03759765625,0.0026721954345703125,0.0023136138916015625,0.1982421875
1185,0.0035381317138671875,0.1510009765625,0.0008134841918945312,9.316205978393555e-05,0.99169921875,9.685754776000977e-05,0.0001055598258972168,0.0236968994140625
1187,0.58935546875,0.448974609375,0.0017414093017578125,0.0006852149963378906,0.0003800392150878906,0.0011472702026367188,0.0007524490356445312,0.048126220703125
1188,5.364418029785156e-07,1.0,0.0002434253692626953,1.996755599975586e-05,0.0001398324966430664,1.1026859283447266e-05,1.9848346710205078e-05,0.79443359375
1189,0.330078125,0.280029296875,0.0006613731384277344,8.821487426757812e-05,0.00039505958557128906,0.0035381317138671875,0.0087127685546875,0.7294921875
1190,0.00034999847412109375,0.6201171875,0.0023326873779296875,0.0009288787841796875,0.0011472702026367188,0.99951171875,0.0006537437438964844,0.08038330078125
1194,0.0004601478576660156,0.99853515625,0.0008559226989746094,0.0006537437438964844,0.7822265625,0.0007319450378417969,0.0008897781372070312,0.71044921875
1203,0.01422882080078125,0.347412109375,0.0029582977294921875,0.0009002685546875,0.004116058349609375,0.0012693405151367188,0.006587982177734375,0.98193359375
1204,0.0025806427001953125,0.0199127197265625,0.00536346435546875,0.00015473365783691406,0.9921875,0.0167236328125,0.0001780986785888672,0.10174560546875
1223,0.3291015625,0.61669921875,0.0311431884765625,0.001995086669921875,0.41796875,0.0112457275390625,0.00885009765625,0.2330322265625
1233,0.0007615089416503906,0.83837890625,0.011688232421875,0.001934051513671875,0.9921875,0.01056671142578125,0.06781005859375,0.90576171875
1235,0.0017480850219726562,0.97900390625,0.97802734375,0.00511932373046875,0.0026721954345703125,0.00453948974609375,0.0013990402221679688,0.951171875
1278,0.0006337165832519531,0.6064453125,0.1868896484375,0.0009288787841796875,0.0005011558532714844,0.0021915435791015625,3.045797348022461e-05,0.99853515625
1293,0.00015473365783691406,0.99951171875,0.00019562244415283203,0.0028553009033203125,0.00030541419982910156,0.0005464553833007812,0.00012242794036865234,0.826171875
1313,0.005489349365234375,0.43505859375,0.99853515625,0.0018892288208007812,0.00319671630859375,0.0005464553833007812,0.0036792755126953125,0.73486328125
1316,0.0006747245788574219,0.00028252601623535156,1.0,3.5762786865234375e-07,2.372264862060547e-05,1.7881393432617188e-07,4.76837158203125e-07,0.030914306640625
1320,0.00012731552124023438,0.0008492469787597656,0.98388671875,0.0001838207244873047,0.0002982616424560547,0.00017404556274414062,0.99169921875,0.9794921875
1328,0.0032100677490234375,0.93115234375,0.008544921875,0.0004458427429199219,0.0007238388061523438,0.007232666015625,0.0010728836059570312,0.796875
1332,7.033348083496094e-06,0.99755859375,0.0965576171875,0.0004711151123046875,0.0008592605590820312,0.000583648681640625,0.003040313720703125,0.9931640625
1337,0.126953125,0.69775390625,0.0121917724609375,0.08465576171875,0.004199981689453125,0.0068511962890625,0.001995086669921875,0.405029296875
1342,3.159046173095703e-06,0.2398681640625,0.6123046875,0.0010480880737304688,0.00016868114471435547,9.459257125854492e-05,1.0,0.0416259765625
1350,0.0156707763671875,0.97802734375,0.03515625,0.0016937255859375,0.0014896392822265625,0.0003077983856201172,0.0162200927734375,0.67431640625
1356,0.007785797119140625,0.9912109375,0.0017957687377929688,6.759166717529297e-05,0.0174407958984375,0.0004916191101074219,0.0006461143493652344,0.252685546875
1358,0.00844573974609375,0.89208984375,0.006587982177734375,0.0017480850219726562,0.004299163818359375,0.0009002685546875,0.0009112358093261719,0.88623046875
1360,0.00812530517578125,0.98876953125,0.14013671875,0.042816162109375,0.001956939697265625,0.0010318756103515625,0.0026531219482421875,0.958984375
1368,0.1644287109375,0.0823974609375,0.0220794677734375,0.0005130767822265625,0.010406494140625,0.0005130767822265625,0.0008296966552734375,0.8154296875
1372,0.347412109375,0.10052490234375,0.0026416778564453125,0.0001080632209777832,0.04486083984375,8.612871170043945e-05,0.0006022453308105469,0.52099609375
1384,0.255615234375,0.0180511474609375,0.298583984375,0.00106048583984375,0.0011739730834960938,4.988908767700195e-05,0.0020275115966796875,0.75634765625
1387,0.04327392578125,0.295166015625,0.986328125,0.00023233890533447266,0.74169921875,0.0034694671630859375,0.0015430450439453125,0.176513671875
1391,0.0005192756652832031,0.97412109375,0.9931640625,0.0018243789672851562,0.0003936290740966797,0.0007319450378417969,0.0014667510986328125,0.28955078125
1394,0.25537109375,0.259765625,0.5634765625,0.043212890625,0.027069091796875,0.0257568359375,0.042877197265625,0.32763671875
1459,0.0004565715789794922,0.1695556640625,6.920099258422852e-05,0.0004239082336425781,0.002323150634765625,9.840726852416992e-05,0.1580810546875,0.92431640625
1464,0.040985107421875,0.048675537109375,0.0007266998291015625,8.481740951538086e-05,0.0059814453125,3.0219554901123047e-05,0.00028252601623535156,0.955078125
1466,0.0003006458282470703,0.407470703125,0.99755859375,2.3365020751953125e-05,0.0001150369644165039,1.0192394256591797e-05,0.00028014183044433594,0.8369140625
1467,0.175537109375,0.8408203125,0.005321502685546875,0.00279998779296875,0.005706787109375,0.0006613731384277344,0.007038116455078125,0.4912109375
1481,0.016845703125,0.03167724609375,0.00030541419982910156,6.866455078125e-05,0.69873046875,0.00016605854034423828,0.015899658203125,0.8525390625
1504,0.012725830078125,0.09808349609375,0.282958984375,0.99609375,0.00933837890625,0.0013408660888671875,0.005687713623046875,0.5
1505,0.00043392181396484375,1.0,0.93798828125,0.0037364959716796875,0.0285491943359375,0.007518768310546875,0.0026836395263671875,0.1240234375
